#STORY EVENTS#;;;;;;;;;;;;;;x;
EVTNAME_rexteut_1001;Adelaide of Italy;Adelaide of Italy;Adelaide of Italy;;Adelaide of Italy;;;;;;;;;x;
EVTNAME_rexteut_5023;Emperor raises duchy;Emperor raises duchy;Emperor raises duchy;;Emperor raises duchy;;;;;;;;;;
EVTDESCA_rexteut_5023;Using your authority as Emperor, you have raised one of your duchies in rank, creating the [GetRaisedDuchy] in a magnificent show of power and prestige!;Using your authority as Emperor, you have raised one of your duchies in rank, creating the [Root.GetRaisedDuchy] in a magnificent show of power and prestige!;Using your authority as Emperor, you have raised one of your duchies in rank, creating the [Root.GetRaisedDuchy] in a magnificent show of power and prestige!;;Using your authority as Emperor, you have raised one of your duchies in rank, creating the [Root.GetRaisedDuchy] in a magnificent show of power and prestige!;;;;;;;;;;
EVTDESCB_rexteut_5023;Using [Root.Liege.GetHerHis] authority as Emperor, [Root.Liege.GetTitledName] has raised one of [Root.Liege.GetHerHis] titles in rank, creating the [GetRaisedDuchy] in a show of power and prestige.;Using [Root.Liege.GetHerHis] authority as Emperor, [Root.Liege.GetTitledName] has raised one of [Root.Liege.GetHerHis] duchies in rank, creating the [Root.Liege.GetRaisedDuchy] in a show of power and prestige.;Using [Root.Liege.GetHerHis] authority as Emperor, [Root.Liege.GetTitledName] has raised one of [Root.Liege.GetHerHis] duchies in rank, creating the [Root.Liege.GetRaisedDuchy] in a show of power and prestige.;;Using [Root.Liege.GetHerHis] authority as Emperor, [Root.Liege.GetTitledName] has raised one of [Root.Liege.GetHerHis] duchies in rank, creating the [Root.Liege.GetRaisedDuchy] in a show of power and prestige.;;;;;;;;;;
EVTNAME_rexteut_5025;Guelphs and Ghibellines;Guelphs and Ghibellines;Guelphs and Ghibellines;;Guelphs and Ghibellines;;;;;;;;;;
EVTDESC_rexteut_5025;While the Investiture Controversy ended in a compromise between the Empire and the Papacy, there is still a feeling in Italy that there is much unfinished business between the two. As such, Italian lords have become openly divided between the Papacy-supporting Guelphs and Empire-supporting Ghibellines, driving a hard wedge through Italian politics that may well threaten the stability of the peninsular.;While the Investiture Controversy ended in a compromise between the Empire and the Papacy, there is still a feeling in Italy that there is much unfinished business between the two. As such, Italian lords have become openly divided between the Papacy-supporting Guelphs and Empire-supporting Ghibellines, driving a hard wedge through Italian politics that may well threaten the stability of the peninsular.;While the Investiture Controversy ended in a compromise between the Empire and the Papacy, there is still a feeling in Italy that there is much unfinished business between the two. As such, Italian lords have become openly divided between the Papacy-supporting Guelphs and Empire-supporting Ghibellines, driving a hard wedge through Italian politics that may well threaten the stability of the peninsular.;;While the Investiture Controversy ended in a compromise between the Empire and the Papacy, there is still a feeling in Italy that there is much unfinished business between the two. As such, Italian lords have become openly divided between the Papacy-supporting Guelphs and Empire-supporting Ghibellines, driving a hard wedge through Italian politics that may well threaten the stability of the peninsular.;;;;;;;;;;
EVTOPTA_rexteut_5025;Sounds like trouble...;Sounds like trouble...;Sounds like trouble...;;Sounds like trouble...;;;;;;;;;;
EVTOPTB_rexteut_5025;The Pope shall have my support!;The Pope shall have my support!;The Pope shall have my support!;;The Pope shall have my support!;;;;;;;;;;
EVTOPTC_rexteut_5025;I am loyal to the Emperor!;I am loyal to the Emperor!;I am loyal to the Emperor!;;I am loyal to the Emperor!;;;;;;;;;;
EVTDESC_rexteut_5026;With your newly acquired Italian titles, you find yourself suddenly embroiled in the division between the Guelphs and the Ghibellines, and it's increasingly clear that you're going to have to pick a side: Empire or Papacy?;With your newly acquired Italian titles, you find yourself suddenly embroiled in the division between the Guelphs and the Ghibellines, and it's increasingly clear that you're going to have to pick a side: Empire or Papacy?;With your newly acquired Italian titles, you find yourself suddenly embroiled in the division between the Guelphs and the Ghibellines, and it's increasingly clear that you're going to have to pick a side: Empire or Papacy?;;With your newly acquired Italian titles, you find yourself suddenly embroiled in the division between the Guelphs and the Ghibellines, and it's increasingly clear that you're going to have to pick a side: Empire or Papacy?;;;;;;;;;;
EVTDESCA_rexteut_5027;Italian politics is a tricky thing, and the division between the Guelphs and the Ghibellines reflects that. However, while you have officially given your support to the Guelph cause, you seem to be on largely good terms with [Root.TopLiege.GetTitledFirstName] right now, making you wonder if opposing [Root.TopLiege.GetHerHis] power in Italy is really the right position for you to take...;Italian politics is a tricky thing, and the division between the Guelphs and the Ghibellines reflects that. However, while you have officially given your support to the Guelph cause, you seem to be on largely good terms with [Root.Liege.GetBestName] right now, making you wonder if opposing [Root.Liege.GetHerHis] power in Italy is really the right position for you to take...;Italian politics is a tricky thing, and the division between the Guelphs and the Ghibellines reflects that. However, while you have officially given your support to the Guelph cause, you seem to be on largely good terms with [Root.Liege.GetBestName] right now, making you wonder if opposing [Root.Liege.GetHerHis] power in Italy is really the right position for you to take...;;Italian politics is a tricky thing, and the division between the Guelphs and the Ghibellines reflects that. However, while you have officially given your support to the Guelph cause, you seem to be on largely good terms with [Root.Liege.GetBestName] right now, making you wonder if opposing [Root.Liege.GetHerHis] power in Italy is really the right position for you to take...;;;;;;;;;;
EVTDESCB_rexteut_5027;Italian politics is a tricky thing, and the division between the Guelphs and the Ghibellines reflects that. However, while you have officially given your support to the Ghibelline cause, you seem to be on largely bad terms with [Root.TopLiege.GetTitledFirstName] right now, making you wonder if supporting [Root.TopLiege.GetHerHis] power in Italy is really the right position for you to take...;Italian politics is a tricky thing, and the division between the Guelphs and the Ghibellines reflects that. However, while you have officially given your support to the Ghibelline cause, you seem to be on largely bad terms with [Root.Liege.GetBestName] right now, making you wonder if supporting [Root.Liege.GetHerHis] power in Italy is really the right position for you to take...;Italian politics is a tricky thing, and the division between the Guelphs and the Ghibellines reflects that. However, while you have officially given your support to the Ghibelline cause, you seem to be on largely bad terms with [Root.Liege.GetBestName] right now, making you wonder if supporting [Root.Liege.GetHerHis] power in Italy is really the right position for you to take...;;Italian politics is a tricky thing, and the division between the Guelphs and the Ghibellines reflects that. However, while you have officially given your support to the Ghibelline cause, you seem to be on largely bad terms with [Root.Liege.GetBestName] right now, making you wonder if supporting [Root.Liege.GetHerHis] power in Italy is really the right position for you to take...;;;;;;;;;;
EVTOPTA_rexteut_5027;Perhaps a change of allegiances is needed...;Perhaps a change of allegiances is needed...;Perhaps a change of allegiances is needed...;;Perhaps a change of allegiances is needed...;;;;;;;;;;
EVTOPTB_rexteut_5027;Politics trumps my personal feelings.;Politics trumps my personal feelings.;Politics trumps my personal feelings.;;Politics trumps my personal feelings.;;;;;;;;;;
EVTNAME_rexteut_5028;The Margraviate of Brandenburg;The Margraviate of Brandenburg;The Margraviate of Brandenburg;;The Margraviate of Brandenburg;;;;;;;;;;
EVTDESC_rexteut_5028;An empires borders will always need defending, and the border between with the Slavs to the east is no exception. As such, the territory on the Empire's north-eastern border has been reorganised into the Margraviate of Brandenburg, with [From.GetDynName] as its first Margrave.;An empires borders will always need defending, and the border between with the Slavs to the east is no exception. As such, the territory on the Empire's north-eastern border has been reorganised into the Margraviate of Brandenburg, with [From.GetDynName] as its first Margrave.;An empires borders will always need defending, and the border between with the Slavs to the east is no exception. As such, the territory on the Empire's north-eastern border has been reorganised into the Margraviate of Brandenburg, with [From.GetDynName] as its first Margrave.;;An empires borders will always need defending, and the border between with the Slavs to the east is no exception. As such, the territory on the Empire's north-eastern border has been reorganised into the Margraviate of Brandenburg, with [From.GetDynName] as its first Margrave.;;;;;;;;;;
EVTOPTA_rexteut_5028;The borders shall be defended!;The borders shall be defended!;The borders shall be defended!;;The borders shall be defended!;;;;;;;;;;
